10,"[0, 350.46968602093085, 285.9055545263736]","[1, 31.127151723495572, 271.85286699928946]","[2, 62.454735000131734, 2.3923909645330097]","[3, 236.11825274474575, 48.18594794643207]","[4, 84.04145692045905, 113.79320670233605]","[5, 114.11950484362889, 77.92055602611232]","[6, 53.60042153012903, 37.14527790415613]","[7, 294.7326780701141, 148.565768481286]","[8, 147.7576402735795, 196.1634740901969]","[9, 238.766530261866, 163.88821382036622]","[10, 129.8660690614838, 103.2659158270746]","[11, 264.79667650473726, 283.59471792497436]","[12, 333.73601675583717, 230.75564498867706]","[13, 164.74197901190414, 196.46030340861319]","[14, 136.6136895200677, 101.2097981829645]","[15, 124.59990778346699, 98.71027478655597]","[16, 170.9319030014039, 129.17528512251002]","[17, 135.8209746409381, 321.1305896049335]","[18, 68.77040896781993, 273.3722060046971]","[19, 137.63985592327157, 114.29623777146946]","[20, 279.77622188594967, 301.464183449502]","[21, 243.60984875872592, 134.4418127819043]","[22, 149.2387809434081, 293.34697030412633]","[23, 26.044131426351495, 358.77684297006107]","[24, 47.266802573676564, 1.4369687050025277]","[25, 286.545585627629, 269.2406058059309]","[26, 41.839098838511994, 117.02849186095175]","[27, 144.59931602105186, 234.54976377624843]","[28, 47.799097889534636, 271.5032254675414]","[29, 67.87407085012644, 90.47587499570398]","[30, 44.044499495806605, 268.22383879405214]","[31, 346.1797781949331, 78.51255719412414]","[32, 225.17860740741654, 167.93141249023864]","[33, 61.23795055195775, 319.37777314194466]","[34, 106.7229509331589, 271.3660312047813]","[35, 336.7833433172812, 255.82911988274077]","[36, 199.30766147463217, 159.61370399999407]","[37, 55.37465451473286, 337.74084494055404]","[38, 303.98043270470055, 222.4671688253304]","[39, 118.52428423174925, 216.57975960961207]","[40, 93.60639305565248, 308.88703454192694]","[41, 115.31921477071036, 215.91278541987342]","[42, 134.01775752521334, 282.1468316674521]","[43, 203.06067459398912, 24.069786869261783]","[44, 304.341961146672, 231.8817463186047]","[45, 110.71635616908294, 175.83969757867604]","[46, 278.3074720375286, 175.73038321155258]","[47, 292.54461278472553, 317.88454276278986]","[48, 350.72201194195225, 167.23697785001974]","[49, 218.9967941148247, 332.16897418383263]"
11,"[0, 351.2295184029335, 283.00337349286445]","[1, 34.126966849800986, 271.8861717735601]","[2, 60.533092288194744, 0.08863548973551216]","[3, 234.13296929471895, 50.435092144354854]","[4, 86.7962975104082, 112.60541323376978]","[5, 112.4501634851619, 75.42790694753917]","[6, 52.79639463671354, 34.255028649391996]","[7, 293.03869681643624, 151.04173849568195]","[8, 150.59230597944438, 195.1812977638717]","[9, 240.3208406608025, 166.45416767493137]","[10, 127.9103871299096, 100.99098545835687]","[11, 262.5298122394114, 281.6296921229584]","[12, 336.54845082474566, 229.7115115642323]","[13, 166.47566865908993, 198.90863349404708]","[14, 133.6546399605769, 100.71580860364406]","[15, 123.16848574530547, 96.07379399795433]","[16, 172.95292840323944, 131.39236796379842]","[17, 133.4220048282048, 319.3292168401804]","[18, 71.51638170114252, 274.58035903633214]","[19, 134.6839701498201, 113.78365675903598]","[20, 277.81155624996137, 299.19700702523176]","[21, 244.71372405741073, 137.23133950250647]","[22, 146.74401119277871, 291.68079987726577]","[23, 25.63124624150596, 1.7482947741688122]","[24, 45.29528521863162, 359.1757479464837]","[25, 285.03385117272137, 266.64933991107466]","[26, 44.82669685087812, 116.75598843619173]","[27, 141.60587676524185, 234.35146747831138]","[28, 50.744936190779526, 272.07070824518195]","[29, 68.91977216695665, 87.66402351385442]","[30, 47.03956499699498, 268.3958348509582]","[31, 346.19877820483515, 81.51249702679141]","[32, 225.92390886054477, 170.83735910777395]","[33, 60.347676139331895, 322.2426311611532]","[34, 104.21632591056019, 273.0143124295976]","[35, 338.90340420519516, 253.7065408308472]","[36, 200.88267657137948, 162.167001367129]","[37, 53.91828844553622, 340.36362931455295]","[38, 306.93943489222954, 222.96144208396237]","[39, 115.7580081270348, 217.74067154102025]","[40, 90.9734707323898, 310.3249914396346]","[41, 112.48390314241364, 216.89309555980128]","[42, 131.64842288110057, 280.3066541368298]","[43, 201.3487867373407, 26.533410210249546]","[44, 306.9968203863055, 230.4847057258757]","[45, 111.17426958802643, 172.87485098892617]","[46, 276.98971017113274, 178.4254720159286]","[47, 289.67037896707456, 317.02501966160446]","[48, 351.97063974318013, 169.96478440731093]","[49, 216.08937833253734, 332.9085236878595]"
12,"[0, 352.23497537737654, 280.1768816261605]","[1, 37.12687700718108, 271.9093891732365]","[2, 58.5350319172806, 357.85083416830804]","[3, 232.12828343153953, 52.66696010415189]","[4, 89.3998901589755, 111.11500881874468]","[5, 110.65468899197788, 73.02451947475714]","[6, 52.95166085613673, 31.25904927678176]","[7, 291.516096040618, 153.62663440799207]","[8, 153.27200959391445, 193.8325247886842]","[9, 242.54621513122427, 168.46605943802277]","[10, 125.86241141101591, 98.79877300176835]","[11, 260.0522706317709, 279.9380102431683]","[12, 338.82571158148727, 227.75854370842808]","[13, 166.86554043155536, 201.88319228503352]","[14, 130.80176291776596, 99.78785786217]","[15, 121.50308713957887, 93.578508947295]","[16, 173.79051268521096, 134.27307144916344]","[17, 130.89376500886348, 317.71428544352693]","[18, 74.13388424339993, 276.04619683134086]","[19, 133.04308175693586, 111.27218601819551]","[20, 275.3285467754619, 297.51336099665394]","[21, 244.29411456671158, 140.20184920208922]","[22, 144.024731412991, 290.41370971502886]","[23, 24.55439136523389, 358.94822627939067]","[24, 43.7810299868446, 1.7655415855610386]","[25, 283.52487523163876, 264.05646667675836]","[26, 47.82179850200567, 116.58462303882969]","[27, 138.71575714879523, 235.15596023939162]","[28, 53.64960512418908, 272.82097378969627]","[29, 70.36859023373486, 85.03706211151577]","[30, 50.025278027553426, 268.68826894465025]","[31, 345.2430181140551, 84.35617820598011]","[32, 227.60536997239151, 173.32184869908784]","[33, 59.27773750684051, 325.04534972046355]","[34, 102.95314411789417, 275.73540995792644]","[35, 340.8819691308204, 251.45148410537757]","[36, 202.02320235463844, 164.94174476746738]","[37, 52.40134199481662, 342.9518475174194]","[38, 309.72734122809896, 221.85348077488194]","[39, 112.81177931132726, 218.3061233652233]","[40, 88.48660599814932, 312.0029377419908]","[41, 110.11064068010555, 218.72820462604213]","[42, 128.9614453286664, 278.9724309048649]","[43, 200.49362800763166, 29.408945559884884]","[44, 309.82627668539004, 229.4876214508163]","[45, 110.43730174222493, 169.96677973906748]","[46, 275.53365120393084, 181.04842689240493]","[47, 286.72051822381655, 316.4788314198918]","[48, 353.0702046806649, 172.75601298058365]","[49, 213.20543377906498, 333.7348794299567]"
13,"[0, 353.44314454476654, 277.4309159921861]","[1, 40.126671249797695, 271.8742536931032]","[2, 56.22220843892723, 359.76155328894754]","[3, 230.0624832742325, 54.84238413409876]","[4, 91.32559637894326, 108.81464894377349]","[5, 108.77838019971806, 70.68369369822261]","[6, 52.86709058993167, 28.260241535349508]","[7, 289.91486158005466, 156.1635711833778]","[8, 156.09568734588544, 194.84585787954032]","[9, 245.13217357688276, 169.9868549263536]","[10, 124.26975261787217, 96.25644376096929]","[11, 257.51403740399195, 278.3388316785925]","[12, 341.32013277410334, 226.09185150114206]","[13, 166.67202313538397, 204.8769442881364]","[14, 128.60044928591856, 97.74966790678243]","[15, 120.10554588196337, 90.9239132279316]","[16, 175.58199938601348, 136.6794328935121]","[17, 128.73555829208777, 315.63050432074454]","[18, 76.94978343580661, 277.08094884907433]","[19, 131.31946480102536, 108.81675436789494]","[20, 272.7486631354712, 295.9822828131152]","[21, 244.11330758707487, 143.19639571802693]","[22, 141.82035382441597, 288.3788339333193]","[23, 24.313320325622445, 1.9385247183195702]","[24, 41.984680766636004, 359.3628078343818]","[25, 282.5847122278611, 261.20759084121767]","[26, 50.5427430051606, 115.32111165749949]","[27, 135.7561121759506, 234.6655505792956]","[28, 56.64750408335366, 272.9332316653216]","[29, 71.43461228016828, 82.2328515280328]","[30, 52.99289422662176, 268.24866219421614]","[31, 344.0053236301382, 87.0889629330455]","[32, 228.71563020633772, 176.10884030526782]","[33, 58.2198232273281, 327.8526290754982]","[34, 100.96579643268018, 277.9827304019385]","[35, 342.32828842969946, 248.8231461351595]","[36, 203.98239032576737, 167.21365640610648]","[37, 50.92099429310828, 345.5611713152733]","[38, 312.6431650595259, 221.14780989969822]","[39, 110.11430193777413, 219.61898886449157]","[40, 86.0132049475403, 313.70066776848097]","[41, 108.27132173966534, 221.09820585712575]","[42, 127.12057313958645, 276.6036359404427]","[43, 199.12885701018467, 32.08053686929723]","[44, 312.0933977792855, 227.5228919667361]","[45, 109.34693049195751, 167.17194691104532]","[46, 274.08251630536694, 183.67410918586125]","[47, 283.7318505139383, 316.2183216889197]","[48, 354.3819371799406, 175.45404149235736]","[49, 210.21965414673667, 334.0266327284358]"
14,"[0, 353.84279844620323, 274.45765570101304]","[1, 43.12464886396946, 271.7641163927688]","[2, 54.15596922624694, 1.936560304104603]","[3, 228.3933389507386, 57.33516515684186]","[4, 93.5064554336993, 106.75458734680882]","[5, 106.64816972770048, 68.57130089741433]","[6, 52.149260142517576, 25.34738735967142]","[7, 288.2186033377183, 158.63798181528713]","[8, 158.04988927883375, 197.12205971708923]","[9, 247.94698937172203, 171.0245504699132]","[10, 122.49039787933617, 93.84109767511545]","[11, 254.79013318887442, 277.0817136145806]","[12, 343.89099991632565, 224.54568134975455]","[13, 168.83316861746928, 206.95767738136632]","[14, 126.36355606551851, 95.75059093964778]","[15, 118.47174212618754, 88.40782791784913]","[16, 177.0226130009902, 139.31090252327104]","[17, 126.34333244284329, 313.8201851538001]","[18, 79.94689134837218, 277.2126460792535]","[19, 129.77995614416642, 106.24189260549753]","[20, 270.1099135788072, 294.55504745158385]","[21, 243.13947163653268, 146.03393753118698]","[22, 139.28740132711758, 286.7713042612977]","[23, 23.246313399889836, 359.1346887351639]","[24, 40.718257729173736, 2.0823983716106795]","[25, 281.58764946386725, 258.3781269618481]","[26, 53.148244589605895, 113.83404693346993]","[27, 132.84162295408157, 235.3767134126955]","[28, 59.644854391965715, 273.0592916806445]","[29, 72.14053770916709, 79.31708931401519]","[30, 55.94660604390579, 267.7236988617474]","[31, 342.73009708111306, 89.80443660234545]","[32, 230.86518445936926, 178.20154585389955]","[33, 57.04052998766829, 330.61111914343263]","[34, 98.12696273240516, 277.01266688742885]","[35, 344.0178029743641, 246.3441260458164]","[36, 204.31133397275832, 170.1955678865338]","[37, 49.4771357756521, 348.19086190193354]","[38, 315.0822062074824, 219.4010762970629]","[39, 108.05089278192737, 221.79668091241012]","[40, 83.80831096033114, 315.7349839939407]","[41, 107.8932696893657, 224.07428997006076]","[42, 124.16089924645074, 276.11340084756284]","[43, 197.7924808068012, 34.76644428449798]","[44, 314.60982642710036, 225.88961707852627]","[45, 108.3473574748476, 164.34336886130623]","[46, 272.4847902602937, 186.21325697299272]","[47, 280.73996033826415, 316.4387602896783]","[48, 355.9225748766357, 178.0282278662476]","[49, 208.0142072879307, 331.992915896381]"
15,"[0, 354.3408235697515, 271.49928267241864]","[1, 46.1108507087235, 272.05151601418055]","[2, 52.663396965691824, 359.3342098190582]","[3, 226.7094291513574, 59.81799575669115]","[4, 95.93330052618897, 104.99094824056888]","[5, 105.14077116920772, 65.9775103149166]","[6, 51.55905833720262, 22.406016619862687]","[7, 286.4059892495394, 161.02846924828805]","[8, 159.5311446764096, 199.73086834310078]","[9, 248.23619253806643, 174.0105781872287]","[10, 120.76818899325635, 91.38467821730542]","[11, 251.98999217739316, 276.0050473172439]","[12, 346.59524749708095, 223.2468183770053]","[13, 169.9971984830876, 209.72264292761614]","[14, 124.22791770478841, 93.64368591279487]","[15, 116.43762159105897, 86.20275339562357]","[16, 179.1016988587385, 141.4736327413313]","[17, 123.69896048889234, 312.4033940721096]","[18, 82.69667989967483, 278.4120888345048]","[19, 127.81401649389049, 103.97582083005153]","[20, 267.9275657645663, 292.4965630533729]","[21, 242.24076752795528, 148.8961623520608]","[22, 136.29774901482597, 286.52234833827237]","[23, 23.150146085495095, 2.1331469802695437]","[24, 39.16932569683162, 359.51319430046635]","[25, 280.01484293209353, 255.82346854757628]","[26, 56.00081606634501, 112.9051572898123]","[27, 130.6300897232988, 237.4038100480692]","[28, 62.56561004359659, 273.7442635220119]","[29, 72.98373801879971, 76.43802466766988]","[30, 58.94226964611752, 267.5624550017594]","[31, 341.39908879417527, 92.49300814502438]","[32, 232.374253592828, 180.7943648507526]","[33, 55.73798926229086, 333.31359720231364]","[34, 97.40614605614122, 279.9247835264424]","[35, 345.9633716337326, 244.06054057737362]","[36, 205.882089601562, 172.75148782944703]","[37, 47.86856214740731, 350.7231515541091]","[38, 317.7885219807259, 218.10652813824709]","[39, 108.87720504245654, 224.6806379245896]","[40, 81.83495471616145, 317.99460014134195]","[41, 108.12600743979675, 227.06524853539133]","[42, 121.43129018158434, 277.3580832781447]","[43, 197.13596343778806, 37.69372714479421]","[44, 316.6283085546315, 223.67021853368635]","[45, 109.21661725868442, 161.472064727606]","[46, 270.7265579239991, 188.64402208949573]","[47, 277.7458997600453, 316.25007734409]","[48, 357.64974967280295, 180.48115820025316]","[49, 206.97792979441968, 329.1775777361519]"
16,"[0, 355.08342206790905, 268.5926441550701]","[1, 49.099403302179454, 271.7896889793891]","[2, 50.61143495041143, 1.5226914588820932]","[3, 225.00323733167775, 62.285567331024545]","[4, 97.40036652756757, 102.37413388956898]","[5, 103.64061829144359, 63.37952237357892]","[6, 51.09352481766956, 19.44235696629395]","[7, 284.43798108020155, 163.29274481575317]","[8, 160.00757229469264, 202.69279621604724]","[9, 247.61348094413995, 176.9452383499715]","[10, 118.66066823897093, 89.24964747507799]","[11, 249.12002272829147, 275.13139099967793]","[12, 349.3929789619749, 222.16390626129962]","[13, 172.73523734363107, 210.94867033275594]","[14, 122.29840676259299, 91.34651645366736]","[15, 114.80926927216255, 83.68313661413782]","[16, 181.55475294211095, 143.20063177550873]","[17, 121.31387563825626, 310.5836769910043]","[18, 85.6789461266614, 278.7378005956914]","[19, 126.06440079772094, 101.53884628859298]","[20, 265.6715023191384, 290.51914611954123]","[21, 240.65979666801155, 151.4457762718551]","[22, 133.3351378822804, 286.05018811407183]","[23, 22.3204665091503, 359.25015690040516]","[24, 37.85148238408804, 2.208243280180284]","[25, 278.4599457849917, 253.25787020373238]","[26, 58.496888946269074, 111.24093970244351]","[27, 129.34887062303244, 240.11646144792005]","[28, 65.56552152319358, 273.7212175986806]","[29, 75.43702954359242, 74.71136294794007]","[30, 61.76987979459966, 266.56014724053995]","[31, 340.0061092759143, 95.1500004411565]","[32, 234.61075234096924, 182.79388313012961]","[33, 54.42801508081126, 336.0124798681324]","[34, 97.9582337183217, 282.8735458453261]","[35, 348.1369903831197, 241.99284100240806]","[36, 208.36009070027865, 174.4424965682651]","[37, 46.31635915874756, 353.2903807768307]","[38, 320.6386924364232, 217.1702971980031]","[39, 111.68540531505863, 225.73610522818433]","[40, 79.97194856505894, 320.34602695945773]","[41, 111.12192206748324, 226.90873801301612]","[42, 118.97357977366306, 279.0784493876677]","[43, 195.9010144331874, 40.42775365454789]","[44, 319.02218929505796, 221.86208828378315]","[45, 108.77011346974555, 158.50547841224903]","[46, 268.7356926970522, 190.88822699282645]","[47, 274.7460595389839, 316.2810393870178]","[48, 359.5607808679678, 182.79372382550724]","[49, 206.01985655846582, 326.33467505147394]"
17,"[0, 356.0772245893498, 265.7620335233551]","[1, 52.09540171317369, 271.9445874019762]","[2, 48.69687941461612, 359.21304276257445]","[3, 223.3005078737505, 64.75552935362869]","[4, 98.98180074495212, 99.82480734789463]","[5, 101.97173950261207, 60.886563571635286]","[6, 50.730797543828366, 16.464366213317753]","[7, 282.29984998010997, 165.39712011470087]","[8, 159.4925763157204, 205.64826219312133]","[9, 245.7021453859677, 179.25755242553873]","[10, 116.93890823868549, 86.79291336219212]","[11, 246.82612091566028, 273.1979964527715]","[12, 352.2573919369615, 221.27220097998267]","[13, 170.9956728264479, 213.39282975688468]","[14, 119.91528530642718, 89.52422884597144]","[15, 112.7858415777145, 81.4682460151825]","[16, 181.71108845044753, 146.196555541033]","[17, 118.45237253483461, 309.6826775519877]","[18, 88.19788435172329, 280.3672023933834]","[19, 124.35489583213266, 99.0735688655371]","[20, 263.3629813538208, 288.60323094587386]","[21, 239.99420455283237, 154.37100910638492]","[22, 130.69995798918288, 287.48400362905784]","[23, 21.93352144680924, 2.225097827336299]","[24, 36.53604123838122, 359.51202099850883]","[25, 278.0929938145181, 250.2803970718023]","[26, 61.426942125608434, 110.59689904670563]","[27, 130.22530174706773, 242.98558474342727]","[28, 68.56144825860902, 273.87749618333953]","[29, 78.28568696318183, 73.77053835971006]","[30, 64.72259571344674, 266.02961099994275]","[31, 338.20522488610186, 97.54933689412216]","[32, 233.26055346378277, 185.47286857093445]","[33, 52.97501896543534, 338.6371326620658]","[34, 95.83317913159105, 284.9911253605781]","[35, 349.9423473320576, 239.59686807123336]","[36, 209.98004583931996, 176.96752039933952]","[37, 44.67324004731716, 355.8003926464545]","[38, 323.5796922312108, 216.57824972772795]","[39, 113.70592085258602, 227.95365273897423]","[40, 78.11886731264276, 322.70528317105146]","[41, 112.95038149670624, 229.2871274083182]","[42, 116.44487273880112, 280.6926491063642]","[43, 194.73533883807903, 43.19202578423569]","[44, 321.7007845384085, 220.51111547787636]","[45, 109.36761446927466, 155.56558172094137]","[46, 266.4528178329653, 192.83462940623446]","[47, 271.7963174200018, 315.73421086590434]","[48, 1.606292790902728, 184.98823538235334]","[49, 204.79146356732488, 323.5976966702448]"
18,"[0, 357.7294210331952, 263.2579874153642]","[1, 55.09289063723466, 272.0673072053163]","[2, 46.85708802492783, 1.5826772581092996]","[3, 222.4027350898284, 67.61804643278276]","[4, 98.36845932893286, 96.88817452995578]","[5, 100.43848634212789, 58.30797195102816]","[6, 50.119972009570525, 13.527209056014346]","[7, 280.4520624890564, 167.7605247325998]","[8, 159.94019956781722, 208.61467980097467]","[9, 244.59184675828382, 182.04452873641102]","[10, 114.91906920265252, 84.57474964674697]","[11, 245.05509005196598, 270.77654034541746]","[12, 355.2135693188377, 220.76130442794556]","[13, 173.28782957208756, 215.3282928677237]","[14, 118.11350380459022, 87.1255660060462]","[15, 110.94420275714378, 79.10004702553512]","[16, 182.5706302848724, 149.07078375654993]","[17, 115.70552912492953, 308.4765053911993]","[18, 88.7549749248676, 283.315023638526]","[19, 121.90525632928447, 97.34172987010892]","[20, 261.4643496985314, 286.2804744288164]","[21, 240.32995181516685, 157.35216220138605]","[22, 127.81709328028032, 286.6538885345293]","[23, 21.28925119337152, 359.2950951241745]","[24, 35.532350234026, 2.3391404455390443]","[25, 277.82369266272013, 247.29250870547395]","[26, 64.09605093579505, 109.22727933328727]","[27, 131.63293065340528, 245.63484518023657]","[28, 71.56115799502977, 273.83576493338757]","[29, 79.89215516280755, 71.23691251448521]","[30, 67.45385345832351, 264.7885505134834]","[31, 336.63576758768914, 100.1060542794542]","[32, 231.59291933452536, 187.96666014420916]","[33, 51.713574343406975, 341.35903594204393]","[34, 92.88234767797593, 284.45020602060623]","[35, 352.2320037159932, 237.6584476721705]","[36, 211.1430267812012, 179.73292730047018]","[37, 43.2937201970679, 358.4643980861577]","[38, 326.57448158615944, 216.401510599388]","[39, 115.03200947418279, 230.64465421940332]","[40, 76.53311966771197, 325.2519288877927]","[41, 113.9647302295357, 232.1104404706985]","[42, 113.45265567933129, 280.4766929325287]","[43, 194.00275039959362, 46.10120336214281]","[44, 324.58425349196676, 219.68310171357905]","[45, 109.53472227765145, 152.57023950670614]","[46, 264.7308611670746, 195.29122567766257]","[47, 268.80394605606034, 315.52040342856105]","[48, 4.194321732449964, 183.47096605961795]","[49, 203.1584285901171, 321.08111232569837]"
19,"[0, 359.573411539955, 260.8916190985167]","[1, 58.05161788489076, 272.5632236034898]","[2, 45.157824056658434, 359.1103297974676]","[3, 221.67999273765676, 70.52968574636152]","[4, 98.52878854194338, 93.89246183621236]","[5, 98.7928751853428, 55.79959320756368]","[6, 49.49857674481575, 10.592269887148943]","[7, 279.0223449213068, 170.39793021459687]","[8, 162.28651097658062, 210.4841243102091]","[9, 243.1327797446761, 184.6658115234834]","[10, 112.145114191695, 83.43230770197091]","[11, 243.13067710713045, 268.47509844570556]","[12, 358.184731074394, 220.3463371734308]","[13, 176.16211181370116, 216.1876540232018]","[14, 115.17244458144656, 86.53381382315072]","[15, 108.16429345501352, 77.97217102528968]","[16, 183.49596719459709, 151.92450967252384]","[17, 112.7169716154213, 308.73827630700544]","[18, 87.65971352614844, 286.10794369976577]","[19, 119.4597519318375, 95.6040566436168]","[20, 259.4545376207641, 284.05322154419355]","[21, 239.98844373442532, 160.33266085610614]","[22, 125.18645447132253, 288.0960187147853]","[23, 21.07094368509977, 2.2871415529306205]","[24, 34.352243135843565, 359.580998455572]","[25, 277.90143392947357, 244.29351615872702]","[26, 67.08570472538976, 109.4762175150955]","[27, 134.18298254096229, 247.21510951596238]","[28, 74.47569821970689, 274.5467187144023]","[29, 81.69929685991782, 68.84228542732417]","[30, 70.22561880103571, 263.6408062541035]","[31, 335.29841615937346, 102.79147624949577]","[32, 228.65899599113388, 188.5928340937651]","[33, 50.33354090949768, 344.02277536647955]","[34, 90.28090670568241, 285.94436292925826]","[35, 354.6916747856027, 235.94088596168498]","[36, 211.29409558330784, 182.72912125564565]","[37, 41.65673845696895, 0.9784169370382187]","[38, 329.57372272898147, 216.33403788487658]","[39, 115.8191982514447, 233.53953484370425]","[40, 74.8331907539676, 327.72381919446406]","[41, 114.54771479495552, 235.05325018192386]","[42, 110.76404046911367, 281.807613009538]","[43, 192.75120195661592, 48.827671131048234]","[44, 327.52845149155667, 219.1071693050354]","[45, 109.36480141267742, 149.57505555581992]","[46, 262.81233640803487, 197.59757837162584]","[47, 265.82435360550005, 315.17107717909755]","[48, 7.189045561050051, 183.29312008576744]","[49, 201.84785989045938, 318.38251830593964]"
20,"[0, 1.601498536181225, 258.68099404307696]","[1, 60.9632612682714, 273.2859495598631]","[2, 43.44401634072489, 1.5726179838517282]","[3, 221.12146966772002, 73.47723591223631]","[4, 98.01436655683351, 90.9368958969656]","[5, 96.91133778137235, 53.46296807771076]","[6, 48.725718290457586, 7.693530538824035]","[7, 277.5398104363189, 173.0060121728224]","[8, 163.36230100911874, 213.28460209192627]","[9, 240.44458445371552, 185.9975795504526]","[10, 110.108172734128, 81.22983874681063]","[11, 241.34120851146963, 266.06723587796137]","[12, 1.1808657106187752, 220.19409643770504]","[13, 178.80457899366152, 217.60799454674972]","[14, 112.3685892683518, 85.46685769320428]","[15, 105.35503377295188, 76.91952671749006]","[16, 184.93728013245314, 154.55559633304432]","[17, 109.82677819402844, 309.5425038786152]","[18, 86.50520941887693, 288.87690022999396]","[19, 116.82915921668717, 94.16184238526333]","[20, 257.53620574363686, 281.74670841628864]","[21, 239.8819760494384, 163.3307710328764]","[22, 122.8420456176918, 289.9678486020929]","[23, 20.715716816316345, 359.30824681298185]","[24, 33.08483863346938, 2.3001317416324127]","[25, 278.44784842576877, 241.3436973171304]","[26, 70.03933144803558, 110.00165940843144]","[27, 137.01457630964177, 246.22411167077018]","[28, 77.33679676238036, 275.4490020009103]","[29, 82.93852508591047, 66.11019585999605]","[30, 72.86889468376245, 262.22197130676284]","[31, 333.8859746521654, 105.4381740011697]","[32, 225.69915076769794, 188.10363448899886]","[33, 48.83986535570458, 346.6244927492867]","[34, 88.42527332164562, 288.30161233143195]","[35, 357.2220571507533, 234.32931372125182]","[36, 213.73488854508787, 184.4734061285162]","[37, 40.02779558280921, 358.4591819117331]","[38, 332.57105688050603, 216.20759428438853]","[39, 117.41381086610373, 236.08063905431237]","[40, 73.02943668225411, 330.1209990477035]","[41, 116.93695521440264, 236.86750766587704]","[42, 108.64166588781728, 283.9278785911732]","[43, 191.6866515548456, 51.63244071910545]","[44, 330.4822509102378, 218.5826991016883]","[45, 108.67811546951204, 146.654702423841]","[46, 260.64504656542664, 199.67191073123632]","[47, 262.9778585464836, 314.22373042157164]","[48, 10.179394223968565, 183.05267284793456]","[49, 200.51928547885012, 315.69274321630536]"
21,"[0, 4.2062998216150085, 257.19270298840974]","[1, 63.839950061374125, 274.13722013238237]","[2, 41.90811869846001, 358.99560063185635]","[3, 220.8830108421171, 76.46774379359896]","[4, 97.42664366932888, 87.99502883547162]","[5, 95.19726461207405, 51.00086467405532]","[6, 47.82755472541957, 4.831136049862357]","[7, 278.06247788420035, 175.96013111743602]","[8, 166.02714347148145, 214.6625043565259]","[9, 239.5954623485439, 188.8749032462694]","[10, 107.17255038890345, 80.6116790213203]","[11, 240.73802029803355, 263.12850077945865]","[12, 2.6725605317527723, 217.5912428958011]","[13, 178.96731003035785, 220.60357773032112]","[14, 110.55745666426562, 83.07524763083708]","[15, 102.35503713338069, 76.91503644338378]","[16, 186.60265326283752, 157.0508983862222]","[17, 107.66756617500255, 307.45976446695227]","[18, 83.55913785836962, 289.443170801691]","[19, 114.45972692029589, 92.3217905944656]","[20, 256.6490918181801, 278.88087016487583]","[21, 240.01356456591975, 166.32788372050265]","[22, 119.84346786677497, 290.06021456826335]","[23, 19.509445237065336, 2.0550465648915406]","[24, 32.06246871210288, 359.47971337835986]","[25, 279.067410453994, 238.40837060734466]","[26, 72.97888062151226, 109.40245105008474]","[27, 135.8510796456346, 243.45892171113917]","[28, 79.08266191069752, 277.8886648636623]","[29, 83.53819533575222, 63.17074087795351]","[30, 74.77704113548495, 259.90702484544266]","[31, 332.95742120039444, 108.29085493096262]","[32, 223.61686907999885, 190.2632879271859]","[33, 46.6989797492417, 348.726065688787]","[34, 85.42677806635415, 288.20660599483006]","[35, 359.88979031095386, 232.9570164553628]","[36, 215.52566467015993, 186.88029641888505]","[37, 37.98907830078528, 0.6600071760321384]","[38, 335.5543302303471, 215.8912398626901]","[39, 120.19536360604548, 237.20445592325615]","[40, 70.40886733695991, 331.58134705640015]","[41, 119.54819239277226, 238.34447767176758]","[42, 105.78300440382434, 283.0179035805629]","[43, 190.68618673009868, 54.460703460514765]","[44, 333.42518984996735, 218.00036724009783]","[45, 107.05752126947131, 144.13008870313158]","[46, 262.4625346428886, 202.05869456901542]","[47, 260.4633979556099, 312.5874272904426]","[48, 13.067720029953874, 182.24176345812623]","[49, 199.52996682027708, 312.8605623266376]"
