10,"[0, 2598.607538142755, 2536.1639330241937]","[1, 2510.4291099624256, 2576.021800072531]","[2, 2507.9266599838343, 2490.714885113715]","[3, 2495.2924010855836, 2475.236336659375]","[4, 2504.9736199543604, 2486.176956526911]","[5, 2573.7006044441146, 2540.7141712836537]","[6, 2507.6860682417455, 2486.5904625857816]","[7, 2499.251490501504, 2589.797452283886]","[8, 2558.6155358182873, 2535.709612612241]","[9, 2496.6513517114295, 2594.697000467669]","[10, 2509.3243006425537, 2498.42318930467]","[11, 2504.5804390352882, 2482.4828539106006]","[12, 2583.663754536515, 2534.069623495064]","[13, 2585.823507300586, 2537.118504699077]","[14, 2510.677557565509, 2570.882648046067]","[15, 2507.867229344209, 2580.2160232723936]","[16, 2508.9814648440297, 2498.313606929521]","[17, 2579.9845013619124, 2540.619519456437]","[18, 2501.644399120829, 2585.2842983692626]","[19, 2494.087900195804, 2599.4588909426748]","[20, 2581.5686740111623, 2542.1363159739735]","[21, 2516.135586174915, 2499.540061844001]","[22, 2589.3887122183573, 2538.757288285523]","[23, 2519.1278099649808, 2512.853758091633]","[24, 2578.5112276615605, 2537.975457567059]"
11,"[0, 2601.6003838616703, 2535.9568714324637]","[1, 2508.9043617311418, 2578.6054298508075]","[2, 2506.343309261038, 2488.166748443789]","[3, 2493.9560772857853, 2472.5504031713504]","[4, 2503.420000262345, 2483.6105844080275]","[5, 2576.5534051805057, 2539.7859859797163]","[6, 2505.937013728111, 2484.153085243568]","[7, 2497.986958957068, 2592.5179228264806]","[8, 2561.601214384091, 2535.4168268514836]","[9, 2495.3599635145706, 2597.4048255220277]","[10, 2508.0566534795535, 2495.7041691373784]","[11, 2502.901328078454, 2479.9967753932083]","[12, 2586.6637500135967, 2534.0748328608547]","[13, 2588.803945751241, 2536.7764715985486]","[14, 2509.431239169231, 2573.6115105297954]","[15, 2506.3634652677983, 2582.8119226545914]","[16, 2507.7425836197863, 2495.5813599948137]","[17, 2582.874211560139, 2539.813557316963]","[18, 2500.4076925161, 2588.0175302975517]","[19, 2492.7754462695702, 2602.1565685904884]","[20, 2584.411842704822, 2541.179032432177]","[21, 2514.212045303543, 2497.237891017115]","[22, 2592.347747246676, 2538.2632116708337]","[23, 2517.7901651948637, 2510.1684822270377]","[24, 2581.4707016765356, 2537.484017281076]"
12,"[0, 2604.593067915325, 2535.7474862491263]","[1, 2507.379635415802, 2581.1890725628155]","[2, 2504.8039490279757, 2485.591797944679]","[3, 2492.624543077467, 2469.862092056156]","[4, 2501.9025245000803, 2481.022676505698]","[5, 2579.4452835826905, 2538.987838557885]","[6, 2504.2524042346054, 2481.6707293354857]","[7, 2496.684890839505, 2595.220628622017]","[8, 2564.588128643357, 2535.1369282845117]","[9, 2494.0371118169605, 2600.0974196960783]","[10, 2506.7805370803835, 2492.9891135328335]","[11, 2501.2727564163283, 2477.4773003801706]","[12, 2589.663549070409, 2534.0401108397673]","[13, 2591.786255017689, 2536.451154154726]","[14, 2508.127848987441, 2576.3135790030237]","[15, 2504.856154804558, 2585.405764432227]","[16, 2506.489802351424, 2492.855458475382]","[17, 2585.7888065106076, 2539.102827920707]","[18, 2499.1267593666767, 2590.7303167371206]","[19, 2491.436202891006, 2604.841047529309]","[20, 2587.2909764041524, 2540.336067936257]","[21, 2512.40627620052, 2494.8422286981377]","[22, 2595.3128035675377, 2537.8066582630945]","[23, 2516.4569913445844, 2507.4809838577485]","[24, 2584.4372245361355, 2537.037092093297]"
13,"[0, 2607.5855775447267, 2535.535622807406]","[1, 2505.856343543249, 2583.7735612687325]","[2, 2503.2997717827325, 2482.9961379486676]","[3, 2491.2966572725672, 2467.1719769491124]","[4, 2500.4144498038218, 2478.417751612663]","[5, 2582.363104214748, 2538.2904701049565]","[6, 2502.620685004638, 2479.153291678948]","[7, 2495.3534818401536, 2597.9090017502203]","[8, 2567.5758326443133, 2534.8655893771133]","[9, 2492.6894248738695, 2602.7776696664023]","[10, 2505.497959837233, 2490.2771040167454]","[11, 2499.6861386287023, 2474.9311966910036]","[12, 2592.6628097159637, 2533.9735106894254]","[13, 2594.7699658982588, 2536.1389532880235]","[14, 2506.7838863861184, 2578.9956984124174]","[15, 2503.347375837415, 2587.998752289566]","[16, 2505.2264038615635, 2490.134461552227]","[17, 2588.7208251351803, 2538.46779501986]","[18, 2497.811601068704, 2593.4266769970404]","[19, 2490.0756258796346, 2607.5147771708635]","[20, 2590.1956201498824, 2539.5857048838684]","[21, 2510.6917908171254, 2492.3804123219375]","[22, 2598.282385178802, 2537.380530284619]","[23, 2515.1273499469385, 2504.791736053312]","[24, 2587.408748379493, 2536.6247256926777]"
14,"[0, 2610.577913241949, 2535.3213167759245]","[1, 2504.335236360198, 2586.359336382247]","[2, 2501.8240069124345, 2480.3842194875374]","[3, 2489.971586278357, 2464.4804742349575]","[4, 2498.9504999138244, 2475.799192711363]","[5, 2585.2986219511013, 2537.6718138033184]","[6, 2501.032623883184, 2476.6080879789415]","[7, 2493.9988410688584, 2600.585743870923]","[8, 2570.564075981406, 2534.6002560804413]","[9, 2491.3218980566658, 2605.4478513838567]","[10, 2504.2103650051877, 2487.567473128877]","[11, 2498.134558500149, 2472.363590976592]","[12, 2595.661388858811, 2533.8811899220914]","[13, 2597.7547534180217, 2535.837219196701]","[14, 2505.41043318844, 2581.662836637892]","[15, 2501.838419355533, 2590.591636848467]","[16, 2503.9547551200712, 2487.4173105666796]","[17, 2591.6653335157293, 2537.8934515713245]","[18, 2496.469593098672, 2596.109774946868]","[19, 2488.6978667626763, 2610.1796936452843]","[20, 2593.1186948709683, 2538.9106980876445]","[21, 2509.04839379353, 2489.870582402832]","[22, 2601.255440091065, 2536.9793514109606]","[23, 2513.800515838503, 2502.1011020669266]","[24, 2590.383925807901, 2536.239603284227]"
15,"[0, 2613.57008262674, 2535.1047010499933]","[1, 2502.816668896718, 2588.9466038324463]","[2, 2500.371403813622, 2477.7593491598222]","[3, 2488.6487156629255, 2461.787889355176]","[4, 2497.506512515699, 2473.169572892063]","[5, 2588.2465404022823, 2537.1152378379843]","[6, 2499.4808300196346, 2474.0406114347347]","[7, 2492.6255878084403, 2603.252985045386]","[8, 2573.5527067071002, 2534.339322400291]","[9, 2489.938345992792, 2608.1097649223757]","[10, 2502.9188155037295, 2484.859725008153]","[11, 2496.6124226840197, 2469.778421241883]","[12, 2598.6592494580286, 2533.767912264731]","[13, 2600.740385575122, 2535.5439605693996]","[14, 2504.0151252701367, 2584.3186069241024]","[15, 2500.330075468942, 2593.184877816789]","[16, 2502.6766010938536, 2484.70321361092]","[17, 2594.6189958894524, 2537.36821012013]","[18, 2495.1062566287587, 2598.7820985930243]","[19, 2487.3061240272013, 2612.837333981796]","[20, 2596.055334926444, 2538.2973913254336]","[21, 2507.460825614305, 2487.3250712014597]","[22, 2604.231210350672, 2536.5988368093513]","[23, 2512.4759330945662, 2499.4093590341568]","[24, 2593.361840776296, 2535.876254359625]"
16,"[0, 2616.562096821256, 2534.8859521989975]","[1, 2501.3007625685163, 2591.5354313670878]","[2, 2498.9378524321305, 2475.124025567429]","[3, 2487.5278612869515, 2459.005141528322]","[4, 2496.0799797896425, 2470.5304434178825]","[5, 2591.2035259138615, 2536.6090395721726]","[6, 2497.9601553793605, 2471.4545819224463]","[7, 2491.2364425663827, 2605.9119840104986]","[8, 2576.54170642625, 2534.0826500821054]","[9, 2488.5408934589395, 2610.764407349451]","[10, 2501.6249554769397, 2482.1530801790195]","[11, 2495.115999380763, 2467.178283303721]","[12, 2601.656450318048, 2533.638347590923]","[13, 2603.7267827129076, 2535.258597405294]","[14, 2502.6025054545985, 2586.9652095117135]","[15, 2498.821987331571, 2595.778267523316]","[16, 2501.394121121508, 2481.991158095166]","[17, 2597.579662600718, 2536.884007037938]","[18, 2493.7249244022214, 2601.445164735637]","[19, 2486.067662666218, 2615.56977125598]","[20, 2599.002178568898, 2537.7351524554433]","[21, 2505.917714829309, 2484.7523665730137]","[22, 2607.209163334957, 2536.2357995889593]","[23, 2511.153364058713, 2496.7166260088825]","[24, 2596.3418766035643, 2535.5307308898023]"
17,"[0, 2619.518919401217, 2534.378803078291]","[1, 2499.7893334210967, 2594.1268753530403]","[2, 2497.520219019282, 2472.4801050870105]","[3, 2486.6152228489073, 2456.147329238929]","[4, 2494.6674147392687, 2467.8838116001825]","[5, 2594.166863082538, 2536.141457681225]","[6, 2496.464995867841, 2468.8537170595378]","[7, 2489.836716222643, 2608.56542821806]","[8, 2579.5308204482617, 2533.8273123382946]","[9, 2487.311234716947, 2613.5008172928337]","[10, 2500.327906593192, 2479.4479620312914]","[11, 2493.639933769498, 2464.5665347876416]","[12, 2604.652902159208, 2533.4924833951573]","[13, 2606.71353317189, 2534.9769563291575]","[14, 2501.1801079583875, 2589.606570025307]","[15, 2497.3178928493094, 2598.3739754784665]","[16, 2500.106728400938, 2479.2814311747875]","[17, 2600.545214068092, 2536.430681002554]","[18, 2492.332323093201, 2604.1023552809525]","[19, 2484.6390810961566, 2618.2077922372614]","[20, 2601.9566748805782, 2537.214622394573]","[21, 2504.4109319074287, 2482.158218306948]","[22, 2610.188798864992, 2535.8868409837437]","[23, 2509.8335125211092, 2494.02255995203]","[24, 2599.3234941831015, 2535.1991338310168]"
18,"[0, 2622.465446450164, 2533.8149073877403]","[1, 2498.28060434191, 2596.7198922379866]","[2, 2496.1182818656807, 2469.8278282882297]","[3, 2485.741313398978, 2453.277436858835]","[4, 2493.5094653376923, 2465.1162940874306]","[5, 2597.135044180678, 2535.7056813984323]","[6, 2494.9940827592495, 2466.239063234081]","[7, 2488.614218713306, 2611.305044950317]","[8, 2582.5199525881435, 2533.572186780331]","[9, 2485.8774333118927, 2616.136004863172]","[10, 2499.032691427073, 2476.741965417573]","[11, 2492.4109354661405, 2461.8298281591656]","[12, 2607.648841206902, 2533.3364410210916]","[13, 2609.700899006307, 2534.701919292815]","[14, 2499.7459835312184, 2592.241581814161]","[15, 2495.8132817909195, 2600.9693840326195]","[16, 2498.8208816850006, 2476.5709702872055]","[17, 2603.5150702349424, 2536.0064707383935]","[18, 2490.9261497753814, 2606.752388601545]","[19, 2483.35729621394, 2620.920176339066]","[20, 2604.9171938050936, 2536.7295165323258]","[21, 2502.9364033266697, 2479.5456017134684]","[22, 2613.1160686920507, 2535.2302655047692]","[23, 2508.51794416857, 2491.326399736131]","[24, 2602.306281972094, 2534.87823352588]"
19,"[0, 2625.1956168191728, 2532.57145664236]","[1, 2496.7778094400314, 2599.3163528063155]","[2, 2494.991417526586, 2467.0475087452137]","[3, 2484.9531622308077, 2450.3828181039535]","[4, 2492.615194685674, 2462.2526809849082]","[5, 2600.1063551879975, 2535.291784191649]","[6, 2494.063204634742, 2463.3871400378302]","[7, 2487.1731413271536, 2613.9362606326813]","[8, 2585.509114539826, 2533.3174107480713]","[9, 2484.821824480508, 2618.9441519382203]","[10, 2497.7404502795307, 2474.0345473086363]","[11, 2491.440223305327, 2458.991216191874]","[12, 2610.6051646040505, 2532.8263900712136]","[13, 2612.638522553642, 2534.093340707797]","[14, 2498.3079425774986, 2594.8744582289255]","[15, 2494.3137867922837, 2603.567751741214]","[16, 2497.534159159671, 2473.860925058282]","[17, 2606.4873075699065, 2535.599278861453]","[18, 2489.506024724139, 2609.3949715877225]","[19, 2482.0782239158375, 2623.6338406617533]","[20, 2607.8816326731835, 2536.26897098913]","[21, 2501.4880905003024, 2476.9183617250055]","[22, 2616.0295342283716, 2534.51492043512]","[23, 2507.2084125533083, 2488.6273023039084]","[24, 2605.2896934321684, 2534.563184228314]"
20,"[0, 2628.1034615278745, 2531.8335954426243]","[1, 2495.2748417683665, 2601.9127133702455]","[2, 2494.1623636763893, 2464.164338664647]","[3, 2484.0621194319933, 2447.5181989790644]","[4, 2491.7938771716294, 2459.3672975543873]","[5, 2603.0796745669295, 2534.892570125179]","[6, 2493.4284105235715, 2460.455069705041]","[7, 2486.152793649777, 2616.7574112166226]","[8, 2588.49714356568, 2533.049674794836]","[9, 2483.547206892492, 2621.6599115012746]","[10, 2496.7602948451945, 2471.199182195544]","[11, 2490.8687467018267, 2456.0461500650017]","[12, 2613.5473054110935, 2532.240039091396]","[13, 2615.5613774939457, 2533.417382870397]","[14, 2496.8603988053733, 2597.502122025491]","[15, 2493.021259124751, 2606.2750330765507]","[16, 2496.561053306569, 2471.0231327828224]","[17, 2609.3917684413673, 2534.848208261474]","[18, 2488.2725571953124, 2612.1296667910915]","[19, 2480.379796601779, 2626.106762953064]","[20, 2610.7745606652297, 2535.4746362782967]","[21, 2500.073444763333, 2474.2728414663657]","[22, 2618.8351615523147, 2533.4526326590712]","[23, 2505.915863783745, 2485.92003104334]","[24, 2608.2114092230677, 2533.8823194567103]"
21,"[0, 2630.8541009451274, 2530.6361052354596]","[1, 2493.769401000447, 2604.5076407477045]","[2, 2493.414934294817, 2461.2589386371874]","[3, 2483.4719287869666, 2444.5768259999063]","[4, 2491.310763020866, 2456.4064529591187]","[5, 2605.974249499681, 2534.1042580304556]","[6, 2492.903203411766, 2457.501401225047]","[7, 2484.9000230026977, 2619.4833176174034]","[8, 2591.48364513405, 2532.76540664305]","[9, 2481.827769726493, 2624.1182718963714]","[10, 2496.1032690726634, 2468.272013403993]","[11, 2490.6334850403573, 2453.05538896611]","[12, 2616.378774892843, 2531.2486861905977]","[13, 2618.3673901097372, 2532.356113253373]","[14, 2495.6528067505456, 2600.248341504906]","[15, 2491.7099062884135, 2608.97324614053]","[16, 2495.905841930319, 2468.095557326505]","[17, 2612.2723608614842, 2534.010242087237]","[18, 2487.2831260594326, 2614.9618083884257]","[19, 2478.585220918835, 2628.510821629175]","[20, 2613.6436341759427, 2534.5980421931436]","[21, 2499.0010817806024, 2471.4710496052044]","[22, 2621.475498549285, 2532.0283361511665]","[23, 2504.642467246568, 2483.203698725838]","[24, 2611.1109309078233, 2533.112401279479]"
22,"[0, 2633.177639920383, 2528.7384312301397]","[1, 2492.485228975743, 2607.2188954777084]","[2, 2493.045154750431, 2458.281815346399]","[3, 2482.4010315223754, 2441.7744735865417]","[4, 2491.0124241414433, 2453.421324165746]","[5, 2608.8380257161157, 2533.2105098656]","[6, 2492.7576693384103, 2454.5049333320953]","[7, 2483.1743240629166, 2621.937286478094]","[8, 2594.4674097321285, 2532.4537195832377]","[9, 2480.009633574659, 2626.504562099468]","[10, 2495.790828582092, 2465.2883276062166]","[11, 2490.473111366406, 2450.0596786522274]","[12, 2619.0304859607777, 2529.8456792725137]","[13, 2621.1014605150413, 2531.1212614327724]","[14, 2494.1755710139355, 2602.859428362611]","[15, 2490.661477422217, 2611.7840817658425]","[16, 2495.594441563176, 2465.111762794145]","[17, 2615.00292091345, 2532.76764730107]","[18, 2486.0360621098744, 2617.6903302420515]","[19, 2476.8308894268057, 2630.9444035604183]","[20, 2616.362518762869, 2533.330104259736]","[21, 2498.2905099747754, 2468.5564162305304]","[22, 2624.120941897824, 2530.613546594494]","[23, 2503.3938388145953, 2480.4758924572643]","[24, 2613.8651063282755, 2531.9230662747905]"
23,"[0, 2635.863178004661, 2527.4013129863433]","[1, 2491.478637761893, 2610.04498360942]","[2, 2493.079962287339, 2455.2820172806328]","[3, 2481.4581744972593, 2438.926488223133]","[4, 2491.024343033204, 2450.4213478425027]","[5, 2611.525051863818, 2531.876384503588]","[6, 2492.902837700447, 2451.5084476994475]","[7, 2481.3460927756882, 2624.315851247109]","[8, 2597.3524079502754, 2531.6310499768406]","[9, 2478.2432233853606, 2628.9293909683042]","[10, 2495.642105338163, 2462.2920163078506]","[11, 2490.626628570954, 2447.0636091490437]","[12, 2621.546319627146, 2528.211488046504]","[13, 2623.710308895896, 2529.6400760541956]","[14, 2492.931291268719, 2605.5892210132797]","[15, 2489.349159308985, 2614.481825484153]","[16, 2495.4466847132876, 2462.115403684607]","[17, 2617.508152110973, 2531.1172483653704]","[18, 2484.299561715554, 2620.1366675819386]","[19, 2475.142680962095, 2633.4243132724196]","[20, 2618.984021282984, 2531.871432076882]","[21, 2497.970707793359, 2465.5735105054428]","[22, 2626.5610790275905, 2528.868344374711]","[23, 2502.578745470643, 2477.5887445842513]","[24, 2616.394968689008, 2530.310677848961]"
